fips,NAME,total_population,hispanic_population,pct_hispanic
47001,"Anderson County, Tennessee",77337,2661,3.440785135187556
47003,"Bedford County, Tennessee",50533,6857,13.569350721310828
47005,"Benton County, Tennessee",15933,289,1.813845477938869
47007,"Bledsoe County, Tennessee",14816,448,3.023758099352052
47009,"Blount County, Tennessee",135951,5234,3.8499165140381457
47011,"Bradley County, Tennessee",108859,7506,6.8951579566227865
47013,"Campbell County, Tennessee",39397,661,1.6777927253344163
47015,"Cannon County, Tennessee",14481,397,2.7415233754574957
47017,"Carroll County, Tennessee",28381,881,3.1041894225009687
47019,"Carter County, Tennessee",56315,1526,2.7097576134244874
47021,"Cheatham County, Tennessee",41184,1580,3.836441336441337
47023,"Chester County, Tennessee",17392,511,2.9381324747010122
47025,"Claiborne County, Tennessee",32092,482,1.5019319456562383
47027,"Clay County, Tennessee",7592,211,2.779241306638567
47029,"Cocke County, Tennessee",36186,1029,2.843641187199469
47031,"Coffee County, Tennessee",58080,3030,5.216942148760331
47033,"Crockett County, Tennessee",13955,1610,11.537083482622716
47035,"Cumberland County, Tennessee",61552,1982,3.220041590850013
47037,"Davidson County, Tennessee",709786,75237,10.599955479538902
47039,"Decatur County, Tennessee",11483,408,3.5530784638160755
47041,"DeKalb County, Tennessee",20209,1697,8.397248750556683
47043,"Dickson County, Tennessee",54563,2301,4.21714348551216
47045,"Dyer County, Tennessee",36818,1382,3.7535987832038673
47047,"Fayette County, Tennessee",42228,1335,3.161409491332765
47049,"Fentress County, Tennessee",18642,344,1.8452955691449415
47051,"Franklin County, Tennessee",42980,1614,3.7552349930200095
47053,"Gibson County, Tennessee",50455,1525,3.0224952928351994
47055,"Giles County, Tennessee",30317,1001,3.3017778803971365
47057,"Grainger County, Tennessee",23648,862,3.6451285520974293
47059,"Greene County, Tennessee",70399,2290,3.2528871148737903
47061,"Grundy County, Tennessee",13550,216,1.5940959409594095
47063,"Hamblen County, Tennessee",64531,7928,12.285568176535309
47065,"Hamilton County, Tennessee",367193,22890,6.233778966374631
47067,"Hancock County, Tennessee",6726,47,0.6987808504311627
47069,"Hardeman County, Tennessee",25519,507,1.9867549668874174
47071,"Hardin County, Tennessee",26824,705,2.628243364151506
47073,"Hawkins County, Tennessee",57107,1017,1.7808674943527063
47075,"Haywood County, Tennessee",17806,766,4.301920700887341
47077,"Henderson County, Tennessee",27845,753,2.7042557012030883
47079,"Henry County, Tennessee",32305,916,2.8354743847701593
47081,"Hickman County, Tennessee",24996,719,2.876460233637382
47083,"Houston County, Tennessee",8253,234,2.8353326063249726
47085,"Humphreys County, Tennessee",19032,517,2.716477511559479
47087,"Jackson County, Tennessee",11730,284,2.4211423699914745
47089,"Jefferson County, Tennessee",55017,2128,3.8678953777923186
47091,"Johnson County, Tennessee",17982,405,2.2522522522522523
47093,"Knox County, Tennessee",481406,22896,4.756068682151864
47095,"Lake County, Tennessee",6898,200,2.8993911278631486
47097,"Lauderdale County, Tennessee",25171,725,2.880298756505502
47099,"Lawrence County, Tennessee",44377,1128,2.5418572684048044
47101,"Lewis County, Tennessee",12637,332,2.6272058241671283
47103,"Lincoln County, Tennessee",35365,1363,3.8540930298317546
47105,"Loudon County, Tennessee",55507,5307,9.560956275785037
47107,"McMinn County, Tennessee",53532,2421,4.522528581035642
47109,"McNairy County, Tennessee",25895,633,2.4444873527708055
47111,"Macon County, Tennessee",25365,1352,5.330179381036862
47113,"Madison County, Tennessee",98644,4219,4.276996066663964
47115,"Marion County, Tennessee",28852,609,2.1107722168307226
47117,"Marshall County, Tennessee",34567,2085,6.031764399571847
47119,"Maury County, Tennessee",102002,6747,6.614576184780691
47121,"Meigs County, Tennessee",12839,155,1.2072591323311783
47123,"Monroe County, Tennessee",46489,2124,4.568822732259244
47125,"Montgomery County, Tennessee",222305,23819,10.714558826837003
47127,"Moore County, Tennessee",6558,31,0.4727050930161634
47129,"Morgan County, Tennessee",21124,347,1.6426813103578866
47131,"Obion County, Tennessee",30670,1562,5.092924682099772
47133,"Overton County, Tennessee",22576,419,1.8559532246633592
47135,"Perry County, Tennessee",8432,85,1.0080645161290323
47137,"Pickett County, Tennessee",5042,112,2.221340737802459
47139,"Polk County, Tennessee",17620,394,2.236095346197503
47141,"Putnam County, Tennessee",80157,5397,6.733036416033535
47143,"Rhea County, Tennessee",33031,1818,5.503920559474433
47145,"Roane County, Tennessee",53777,1201,2.233296762556483
47147,"Robertson County, Tennessee",73297,5636,7.6892642263667
47149,"Rutherford County, Tennessee",343727,31382,9.129919965554059
47151,"Scott County, Tennessee",21917,50,0.22813341241958296
47153,"Sequatchie County, Tennessee",16065,635,3.9526921879863055
47155,"Sevier County, Tennessee",98455,6786,6.892488954344625
47157,"Shelby County, Tennessee",926440,62832,6.782090583308148
47159,"Smith County, Tennessee",20034,639,3.1895777178796045
47161,"Stewart County, Tennessee",13724,492,3.5849606528708833
47163,"Sullivan County, Tennessee",158722,3534,2.226534443870415
47165,"Sumner County, Tennessee",196845,11143,5.660799105895502
47167,"Tipton County, Tennessee",61116,1796,2.9386739969893316
47169,"Trousdale County, Tennessee",11596,340,2.932045532942394
47171,"Unicoi County, Tennessee",17845,1048,5.872793499579714
47173,"Union County, Tennessee",19860,394,1.9838872104733132
47175,"Van Buren County, Tennessee",6182,56,0.9058557101261728
47177,"Warren County, Tennessee",41163,3907,9.4915336588684
47179,"Washington County, Tennessee",133282,5172,3.880493990186222
47181,"Wayne County, Tennessee",16325,386,2.364471669218989
47183,"Weakley County, Tennessee",32946,988,2.9988465974625145
47185,"White County, Tennessee",27420,801,2.9212253829321666
47187,"Williamson County, Tennessee",248897,12682,5.095280377023427
47189,"Wilson County, Tennessee",149096,7519,5.043059505285186
37001,"Alamance County, North Carolina",171779,23200,13.50572537970299
37003,"Alexander County, North Carolina",36505,1872,5.128064648678263
37005,"Alleghany County, North Carolina",10989,1103,10.037310037310037
37007,"Anson County, North Carolina",22200,1012,4.558558558558558
37009,"Ashe County, North Carolina",26759,1406,5.254306962143578
37011,"Avery County, North Carolina",17679,904,5.113411392047062
37013,"Beaufort County, North Carolina",44711,3734,8.351412404106371
37015,"Bertie County, North Carolina",17818,258,1.4479739589179481
37017,"Bladen County, North Carolina",29807,2411,8.088703995705707
37019,"Brunswick County, North Carolina",139721,7114,5.091575353740669
37021,"Buncombe County, North Carolina",269449,19093,7.085942052113758
37023,"Burke County, North Carolina",87799,5858,6.672057768311712
37025,"Cabarrus County, North Carolina",226396,25629,11.320429689570487
37027,"Caldwell County, North Carolina",80716,4967,6.153674612220626
37029,"Camden County, North Carolina",10547,391,3.7072153218924813
37031,"Carteret County, North Carolina",68353,3102,4.538206077275321
37033,"Caswell County, North Carolina",22747,1089,4.787444498175584
37035,"Catawba County, North Carolina",161011,16667,10.35146666997907
37037,"Chatham County, North Carolina",76754,9332,12.158323996143523
37039,"Cherokee County, North Carolina",28868,1071,3.7099903006789523
37041,"Chowan County, North Carolina",13835,510,3.6863028550777015
37043,"Clay County, North Carolina",11186,432,3.8619703200429107
37045,"Cleveland County, North Carolina",99527,4113,4.132546947059592
37047,"Columbus County, North Carolina",50827,2996,5.894504889133728
37049,"Craven County, North Carolina",101098,7857,7.771667095293676
37051,"Cumberland County, North Carolina",335207,41992,12.527184694830359
37053,"Currituck County, North Carolina",28616,1360,4.752585965893206
37055,"Dare County, North Carolina",37160,2809,7.559203444564047
37057,"Davidson County, North Carolina",169498,13291,7.8413904588844705
37059,"Davie County, North Carolina",43030,3157,7.336741808040902
37061,"Duplin County, North Carolina",49312,11446,23.21138870863076
37063,"Durham County, North Carolina",325101,44807,13.782486058178842
37065,"Edgecombe County, North Carolina",49067,2652,5.404854586585689
37067,"Forsyth County, North Carolina",383739,52425,13.66162938872515
37069,"Franklin County, North Carolina",69680,6537,9.38145809414466
37071,"Gaston County, North Carolina",228972,18383,8.028492566776723
37073,"Gates County, North Carolina",10509,337,3.206775145113712
37075,"Graham County, North Carolina",8047,332,4.125761153224804
37077,"Granville County, North Carolina",61161,5704,9.326204607511322
37079,"Greene County, North Carolina",20407,3243,15.891605821531826
37081,"Guilford County, North Carolina",539557,46429,8.605022268268229
37083,"Halifax County, North Carolina",48772,1592,3.2641679652259494
37085,"Harnett County, North Carolina",134718,18477,13.715316438783237
37087,"Haywood County, North Carolina",62152,2812,4.524391813618226
37089,"Henderson County, North Carolina",116469,12313,10.571911839201848
37091,"Hertford County, North Carolina",21633,1004,4.641057643415153
37093,"Hoke County, North Carolina",52612,7758,14.745685394966928
37095,"Hyde County, North Carolina",4636,573,12.35979292493529
37097,"Iredell County, North Carolina",187839,15549,8.277833676712504
37099,"Jackson County, North Carolina",42388,2768,6.530150042464848
37101,"Johnston County, North Carolina",219042,31751,14.495393577487423
37103,"Jones County, North Carolina",9263,529,5.71089279930908
37105,"Lee County, North Carolina",63560,12691,19.96696035242291
37107,"Lenoir County, North Carolina",55071,4553,8.267509215376515
37109,"Lincoln County, North Carolina",87933,6642,7.553478216369282
37111,"McDowell County, North Carolina",44629,2884,6.46216585628179
37113,"Macon County, North Carolina",37088,2918,7.867773943054357
37115,"Madison County, North Carolina",21414,571,2.666479872980293
37117,"Martin County, North Carolina",21992,959,4.360676609676246
37119,"Mecklenburg County, North Carolina",1115403,155481,13.939446101543568
37121,"Mitchell County, North Carolina",14989,901,6.011074788177997
37123,"Montgomery County, North Carolina",25839,4112,15.913928557606718
37125,"Moore County, North Carolina",100759,7384,7.328377613910419
37127,"Nash County, North Carolina",95015,7122,7.495658580224175
37129,"New Hanover County, North Carolina",228134,13857,6.074061735646594
37131,"Northampton County, North Carolina",17528,463,2.64148790506618
37133,"Onslow County, North Carolina",203686,27060,13.285154600708934
37135,"Orange County, North Carolina",145919,12740,8.73087123678205
37137,"Pamlico County, North Carolina",12317,553,4.489729641958269
37139,"Pasquotank County, North Carolina",40454,2501,6.182330548277055
37141,"Pender County, North Carolina",61592,4804,7.799714248603714
37143,"Perquimans County, North Carolina",13053,415,3.179345744273347
37145,"Person County, North Carolina",39131,1911,4.883596125833738
37147,"Pitt County, North Carolina",171196,11540,6.740811701207972
37149,"Polk County, North Carolina",19538,1162,5.947384583887808
37151,"Randolph County, North Carolina",144403,17837,12.352236449381246
37153,"Richmond County, North Carolina",43149,3085,7.149644255950312
37155,"Robeson County, North Carolina",117573,11005,9.360142209520893
37157,"Rockingham County, North Carolina",91209,5910,6.479623721343289
37159,"Rowan County, North Carolina",147067,14375,9.774456540216365
37161,"Rutherford County, North Carolina",64680,3250,5.024737167594311
37163,"Sampson County, North Carolina",59317,12462,21.009154205371143
37165,"Scotland County, North Carolina",34222,1234,3.6058675705686403
37167,"Stanly County, North Carolina",62723,2995,4.774962932257704
37169,"Stokes County, North Carolina",44696,1603,3.586450689099695
37171,"Surry County, North Carolina",71429,8217,11.503730977614135
37173,"Swain County, North Carolina",14130,973,6.886058032554848
37175,"Transylvania County, North Carolina",33131,1148,3.4650327487851253
37177,"Tyrrell County, North Carolina",3389,291,8.586603717910888
37179,"Union County, North Carolina",240109,28320,11.794643266183275
37181,"Vance County, North Carolina",42492,3619,8.516897298314976
37183,"Wake County, North Carolina",1132103,117995,10.422638222847215
37185,"Warren County, North Carolina",18803,791,4.206775514545551
37187,"Washington County, North Carolina",11051,684,6.189485114469279
37189,"Watauga County, North Carolina",54540,2165,3.9695636230289697
37191,"Wayne County, North Carolina",117480,14934,12.711950970377936
37193,"Wilkes County, North Carolina",66125,4629,7.000378071833649
37195,"Wilson County, North Carolina",78667,8791,11.174952648505727
37197,"Yadkin County, North Carolina",37280,4319,11.58530042918455
37199,"Yancey County, North Carolina",18538,1001,5.399719495091164
45001,"Abbeville County, South Carolina",24368,441,1.8097504924491137
45003,"Aiken County, South Carolina",169865,10466,6.161363435669502
45005,"Allendale County, South Carolina",8073,300,3.716090672612412
45007,"Anderson County, South Carolina",204592,8570,4.188824587471651
45009,"Bamberg County, South Carolina",13311,219,1.6452558034708136
45011,"Barnwell County, South Carolina",20653,580,2.808308720282768
45013,"Beaufort County, South Carolina",189071,21259,11.243924240100279
45015,"Berkeley County, South Carolina",231419,16866,7.288079198337215
45017,"Calhoun County, South Carolina",14145,590,4.171085189112761
45019,"Charleston County, South Carolina",409840,22152,5.405036111653328
45021,"Cherokee County, South Carolina",56200,2765,4.919928825622775
45023,"Chester County, South Carolina",32171,758,2.3561592738802024
45025,"Chesterfield County, South Carolina",43536,2123,4.876424108783536
45027,"Clarendon County, South Carolina",31163,1049,3.366171421236723
45029,"Colleton County, South Carolina",38561,1476,3.8277015637561265
45031,"Darlington County, South Carolina",63025,1493,2.3689012296707657
45033,"Dillon County, South Carolina",28255,889,3.1463457795080516
45035,"Dorchester County, South Carolina",162139,9906,6.109572650626931
45037,"Edgefield County, South Carolina",26181,1800,6.8752148504640775
45039,"Fairfield County, South Carolina",20942,551,2.6310763059879667
45041,"Florence County, South Carolina",137015,4022,2.9354450242674157
45043,"Georgetown County, South Carolina",63594,2058,3.236154354184357
45045,"Greenville County, South Carolina",528251,52135,9.869361345269578
45047,"Greenwood County, South Carolina",69309,4520,6.521519571772785
45049,"Hampton County, South Carolina",18890,929,4.917946003176284
45051,"Horry County, South Carolina",356578,22350,6.267913331725457
45053,"Jasper County, South Carolina",29444,4153,14.104741203640812
45055,"Kershaw County, South Carolina",65779,3392,5.156660940421715
45057,"Lancaster County, South Carolina",97611,6103,6.252369097745131
45059,"Laurens County, South Carolina",67456,3776,5.597722960151803
45061,"Lee County, South Carolina",16557,428,2.5850093615993237
45063,"Lexington County, South Carolina",295934,19189,6.484216075205958
45065,"McCormick County, South Carolina",9612,60,0.6242197253433208
45067,"Marion County, South Carolina",29212,956,3.2726276872518145
45069,"Marlboro County, South Carolina",26585,917,3.4493135226631564
45071,"Newberry County, South Carolina",37918,3083,8.13070309615486
45073,"Oconee County, South Carolina",78775,4586,5.821643922564265
45075,"Orangeburg County, South Carolina",84159,2078,2.4691358024691357
45077,"Pickens County, South Carolina",131106,5451,4.157704452885452
45079,"Richland County, South Carolina",416161,22616,5.434435230595851
45081,"Saluda County, South Carolina",18952,3056,16.124947235120306
45083,"Spartanburg County, South Carolina",330119,25019,7.578782196722999
45085,"Sumter County, South Carolina",105199,4516,4.292816471639465
45087,"Union County, South Carolina",27158,496,1.8263495102732161
45089,"Williamsburg County, South Carolina",30879,912,2.953463518896337
45091,"York County, South Carolina",282987,17821,6.297462427602682
13001,"Appling County, Georgia",18441,1898,10.292283498725666
13003,"Atkinson County, Georgia",8265,2258,27.320024198427102
13005,"Bacon County, Georgia",11138,968,8.690967857784162
13007,"Baker County, Georgia",2878,24,0.8339124391938846
13009,"Baldwin County, Georgia",43778,1161,2.6520169948375893
13011,"Banks County, Georgia",18381,1409,7.665524182579837
13013,"Barrow County, Georgia",84399,11133,13.190914584296024
13015,"Bartow County, Georgia",109410,10489,9.586875057124578
13017,"Ben Hill County, Georgia",17169,1121,6.529209621993128
13019,"Berrien County, Georgia",18187,1030,5.663385935008523
13021,"Bibb County, Georgia",156554,5853,3.7386460901669714
13023,"Bleckley County, Georgia",12413,425,3.4238298557963427
13025,"Brantley County, Georgia",18105,474,2.6180613090306544
13027,"Brooks County, Georgia",16275,1238,7.606758832565284
13029,"Bryan County, Georgia",44995,3669,8.15423935992888
13031,"Bulloch County, Georgia",79829,3550,4.447005474201105
13033,"Burke County, Georgia",24337,863,3.5460410075194146
13035,"Butts County, Georgia",25522,939,3.6791787477470415
13037,"Calhoun County, Georgia",5594,314,5.613156953879156
13039,"Camden County, Georgia",55105,4117,7.471191361945377
13043,"Candler County, Georgia",10946,1338,12.223643340032888
13045,"Carroll County, Georgia",120060,8950,7.454606030318174
13047,"Catoosa County, Georgia",68052,2308,3.3915241286075357
13049,"Charlton County, Georgia",12547,754,6.009404638559018
13051,"Chatham County, Georgia",296266,20098,6.783768640343475
13053,"Chattahoochee County, Georgia",9402,1654,17.592001701765582
13055,"Chattooga County, Georgia",24902,1418,5.694321741225605
13057,"Cherokee County, Georgia",268567,29950,11.1517796304088
13059,"Clarke County, Georgia",128864,14220,11.034889495902657
13061,"Clay County, Georgia",2855,12,0.42031523642732055
13063,"Clayton County, Georgia",296312,39824,13.439887685952645
13065,"Clinch County, Georgia",6713,384,5.720244302100403
13067,"Cobb County, Georgia",765813,103006,13.450542103620597
13069,"Coffee County, Georgia",43056,5297,12.302582683017466
13071,"Colquitt County, Georgia",45813,9214,20.11219522842861
13073,"Columbia County, Georgia",156921,11504,7.331077421122731
13075,"Cook County, Georgia",17242,1138,6.600162394153811
13077,"Coweta County, Georgia",147449,11189,7.588386492956886
13079,"Crawford County, Georgia",12156,473,3.89108259295821
13081,"Crisp County, Georgia",20255,812,4.008886694643298
13083,"Dade County, Georgia",16239,419,2.580208140895375
13085,"Dawson County, Georgia",27355,1592,5.819777006031804
13087,"Decatur County, Georgia",29063,1940,6.675153975845577
13089,"DeKalb County, Georgia",761209,64968,8.534843912775598
13091,"Dodge County, Georgia",19977,816,4.084697402012314
13093,"Dooly County, Georgia",11236,832,7.404770380918476
13095,"Dougherty County, Georgia",85038,2685,3.1574119805263527
13097,"Douglas County, Georgia",144735,15512,10.717518222959201
13099,"Early County, Georgia",10753,230,2.138937970798847
13101,"Echols County, Georgia",3707,1149,30.995414081467494
13103,"Effingham County, Georgia",65314,3597,5.507241938941116
13105,"Elbert County, Georgia",19570,1212,6.193152784874808
13107,"Emanuel County, Georgia",22907,1095,4.78019819269219
13109,"Evans County, Georgia",10759,1298,12.064318245190075
13111,"Fannin County, Georgia",25436,708,2.7834565183204907
13113,"Fayette County, Georgia",119259,9219,7.730234196161296
13115,"Floyd County, Georgia",98541,11647,11.81944571295197
13117,"Forsyth County, Georgia",253225,24347,9.614769473788133
13119,"Franklin County, Georgia",23480,1243,5.293867120954003
13121,"Fulton County, Georgia",1061944,77523,7.300102453613373
13123,"Gilmer County, Georgia",31519,3915,12.421079348964117
13125,"Glascock County, Georgia",2903,37,1.2745435756114365
13127,"Glynn County, Georgia",84566,5782,6.837263202705579
13129,"Gordon County, Georgia",57785,9705,16.795016007614432
13131,"Grady County, Georgia",26075,3092,11.85810162991371
13133,"Greene County, Georgia",19020,1249,6.56677181913775
13135,"Gwinnett County, Georgia",957977,209070,21.824114775198154
13137,"Habersham County, Georgia",46326,7549,16.29538488106031
13139,"Hall County, Georgia",204953,60087,29.317453269774045
13141,"Hancock County, Georgia",8588,61,0.7102934326967862
13143,"Haralson County, Georgia",30178,665,2.203592020677315
13145,"Harris County, Georgia",34914,1551,4.44234404536862
13147,"Hart County, Georgia",26110,1028,3.9371888165453846
13149,"Heard County, Georgia",11489,366,3.1856558447210372
13151,"Henry County, Georgia",240853,18331,7.610866379077695
13153,"Houston County, Georgia",164117,11108,6.768342097406118
13155,"Irwin County, Georgia",9487,393,4.142510804258459
13157,"Jackson County, Georgia",77033,7104,9.222021730946478
13159,"Jasper County, Georgia",14882,607,4.078752855798952
13161,"Jeff Davis County, Georgia",14791,1946,13.156649313771887
13163,"Jefferson County, Georgia",15591,627,4.021550894746969
13165,"Jenkins County, Georgia",8704,654,7.513786764705882
13167,"Johnson County, Georgia",9225,271,2.937669376693767
13169,"Jones County, Georgia",28382,579,2.040025368191107
13171,"Lamar County, Georgia",18676,542,2.902120368387235
13173,"Lanier County, Georgia",9964,728,7.306302689682859
13175,"Laurens County, Georgia",49407,1437,2.908494747707815
13177,"Lee County, Georgia",32968,1082,3.2819703955350645
13179,"Liberty County, Georgia",65550,8300,12.662090007627766
13181,"Lincoln County, Georgia",7726,171,2.2133057209422726
13183,"Long County, Georgia",16804,1965,11.693644370388002
13185,"Lowndes County, Georgia",118257,7360,6.223733055971317
13187,"Lumpkin County, Georgia",33405,1736,5.196826822331986
13189,"McDuffie County, Georgia",21715,766,3.5275155422518996
13191,"McIntosh County, Georgia",11183,290,2.5932218546007335
13193,"Macon County, Georgia",12099,572,4.7276634432597735
13195,"Madison County, Georgia",30378,1963,6.461913226677201
13197,"Marion County, Georgia",7508,622,8.28449653702717
13199,"Meriwether County, Georgia",20679,559,2.703225494462982
13201,"Miller County, Georgia",5923,173,2.9208171534695255
13205,"Mitchell County, Georgia",21634,1079,4.9875196450032355
13207,"Monroe County, Georgia",28287,717,2.534733269699862
13209,"Montgomery County, Georgia",8687,645,7.424887763324508
13211,"Morgan County, Georgia",20171,655,3.2472361310792723
13213,"Murray County, Georgia",40063,6369,15.897461498140428
13215,"Muscogee County, Georgia",204572,16356,7.995229063605967
13217,"Newton County, Georgia",113298,7145,6.30637787074794
13219,"Oconee County, Georgia",41978,2398,5.71251607985135
13221,"Oglethorpe County, Georgia",14974,881,5.8835314545211705
13223,"Paulding County, Georgia",169898,12894,7.589259438015751
13225,"Peach County, Georgia",28054,2297,8.18778070863335
13227,"Pickens County, Georgia",33439,1111,3.3224677771464455
13229,"Pierce County, Georgia",19822,1005,5.07012410453032
13231,"Pike County, Georgia",19145,366,1.911726299294855
13233,"Polk County, Georgia",43019,5947,13.824124224180013
13235,"Pulaski County, Georgia",9887,413,4.177202386972793
13237,"Putnam County, Georgia",22206,1422,6.403674682518239
13239,"Quitman County, Georgia",2180,83,3.8073394495412844
13241,"Rabun County, Georgia",16915,1350,7.981081879988176
13243,"Randolph County, Georgia",6365,210,3.2992930086410057
13245,"Richmond County, Georgia",206153,10963,5.31789496150917
13247,"Rockdale County, Georgia",93641,9789,10.453754231586592
13249,"Schley County, Georgia",4565,262,5.739320920043812
13251,"Screven County, Georgia",14026,365,2.6023099957222304
13253,"Seminole County, Georgia",9117,324,3.5538005923000986
13255,"Spalding County, Georgia",67415,3444,5.108655343766224
13257,"Stephens County, Georgia",26732,1114,4.167290139159061
13259,"Stewart County, Georgia",5121,657,12.82952548330404
13261,"Sumter County, Georgia",29378,1787,6.082783034924093
13263,"Talbot County, Georgia",5793,54,0.9321595028482652
13265,"Taliaferro County, Georgia",1635,98,5.99388379204893
13267,"Tattnall County, Georgia",24309,3039,12.501542638528939
13269,"Taylor County, Georgia",7799,54,0.6923964610847545
13271,"Telfair County, Georgia",12619,2194,17.38648070370077
13273,"Terrell County, Georgia",9004,270,2.9986672589960017
13275,"Thomas County, Georgia",45665,1784,3.906711923792839
13277,"Tift County, Georgia",41247,5202,12.611826314641064
13279,"Toombs County, Georgia",26946,3254,12.076003859570994
13281,"Towns County, Georgia",12546,362,2.8853817949944207
13283,"Treutlen County, Georgia",6411,60,0.9358914365933552
13285,"Troup County, Georgia",69527,2712,3.900642915701814
13287,"Turner County, Georgia",8894,457,5.138295480098943
13289,"Twiggs County, Georgia",7955,80,1.005656819610308
13291,"Union County, Georgia",24880,935,3.758038585209003
13293,"Upson County, Georgia",27638,668,2.416962153556697
13295,"Walker County, Georgia",68065,1811,2.660691985601998
13297,"Walton County, Georgia",97752,5282,5.403470005728783
13299,"Ware County, Georgia",35917,1633,4.546593535094802
13301,"Warren County, Georgia",5197,0,0.0
13303,"Washington County, Georgia",19975,560,2.8035043804755944
13305,"Wayne County, Georgia",30277,1966,6.493377811540113
13307,"Webster County, Georgia",2354,345,14.65590484282073
13309,"Wheeler County, Georgia",7550,428,5.668874172185431
13311,"White County, Georgia",28165,965,3.4262382389490504
13313,"Whitfield County, Georgia",103033,37885,36.76977279124164
13315,"Wilcox County, Georgia",8839,416,4.70641475280009
13317,"Wilkes County, Georgia",9610,544,5.660770031217481
13319,"Wilkinson County, Georgia",8852,278,3.140533212833258
13321,"Worth County, Georgia",20706,522,2.5210084033613445
